index,prompt,text_a,text_b,preferred_text
0,76a0794264bcf8d75173793bedebe0ac624989bed5af39556aeb7f5ee0349d01,6f3388304aaf443f14575e1ed76aad444b8b78c5c5cc0f54af253e7231747659,28f83daed8b08ab52a4610edcc469e85f1fa8b6a38b5ca4de2a4ff6bbc808007,text_b
1,f1dd229fb43599f14e6de52e61bdb0350460e3fa5ad167990c81b65e99c1c10e,c3180351ccda8aebfc109373e6628de703e5229db7695ae9a4bb5034b0eafdc9,305b0df2eee4dac566c06559467261681bd79b48394ce29546dba9dc5fe0daff,text_a
2,f058cd16d47caad9f9c0396bdfba548f7d36ead6bacb1551245556e662ee4ade,ba3c3c9a6782296be9802ffd3f229cc363141cc87eda1289fc7f77c80706b031,136f3b796d9545057299bb042f9c8e47b143375f48c31d1f2cb71a914370dbc0,text_b
3,a04b7887a6e73aca9126fd3137d2893c9b95898b297b51378874643c54179f15,a029d0dbe77ccba30c777492eeebd96d11b606b9b2f5228576f9e1f83b578ca4,46d6f39dbb528c10b4c1e3c278c1575b1ed4bf89453596bac9f01cf3ccec5740,text_b
4,07f5640d7b3850f4b72d02debb973836b1eb2ef077f0cc95b284d032c7c7b080,261e90a0c0f3ece80925793d66826b249dffa6b11d6bddde9ae9fd185e167d7b,f2c158d0a66239a0c7937f91f8a0922e25d773e1f144690f67cd6862b2a16cca,text_a
5,53debf5c27efe9bb8d1441400b4239e6091cb778de707ea0023f6d09e163779f,b2f347012cafd684e948530b4ad5fe67d8b8c584c710a9fca8779b07b47d4aa3,d87fde0ce17e5ef2948ef3b52f188d8f8ec2af0ec15792c933fc0f3f17ea5f80,text_a
6,8f757ca79ca4b74e4a02076bec69a7d3ae61817259ee438762baabbb34cabadf,808a1e0add16e7c94fba9537017856d5bd3fcdde8e3bf4ab72bc1a4014d23f1c,ca64f61b1f4225e23b82d861ec2b8cb05373139e8f020e370e4e6bd4432155e4,text_b
7,c61902a927ac670354dd6138ea50f3a02ed2eeb0802d0d8fd3642e26af488dbd,0e678e6cc34179cedcb8f21e0724c9b9efa5ed482d1810a4ea2947a5cffbb363,b0168c9c97e9b5707535293a48d7eee4152990dc0c6c5a99fa91b4239dd59d9c,text_a
8,03bc8075b3739d30bd74069f7a062256972e934780cc25fbcb1c5d326b092f1b,f94ead4daf059dc85c344a3e2718dad94f1d4ede5e6d331583419bd07a110fd8,d8ac698a112272728d943f54ab701d288a22e4c72421c3803a723962a3c5d520,text_b
9,a69fa3a7d6fe38f3a12926a97a0bf89bc9a9cb1a64beca3d187b3e611f59385f,64fb5e26e57ab0aca63f7da0a7bf73d3d5ca8e167e0ac8f5c9e6313442832cf2,8104beb2a69d22e22c3c671da9f95d5fb286f5ba27c4607c2e21ee255e83aee9,text_b
10,8963d85d46ff2c941c6ed3b1aa7d2821157ccc28aca7eba6cae51e162bae2054,66db69bf7253805ee64faced0b1ea6911c5b92d499b2b075f15a5b5104b01e3e,6745f7f03d8f81b1acce4ca080babdc188a6edec5240a36de2f673d60566e138,text_b
11,55110df9b771e8b36cb7f8da9643807c225f15622d7f67238e475dfc74bcec5d,21efb25515531b29ee38e96a29cd7b00a365b259f0e6889da0a960feebfa7904,bd19d311237756c8d994d0920eca005d0045c5bc412a5b49a70cd5449ab4450d,text_b
12,5a5f9741b086ec767cc4b16fc36c97202656f6b64d2b0ab8da2aa1426bab1dcb,d7bdcedd061d5235c616fcee5e341a7d9e441730065b79362154cd567bb9440c,4a862e12af1a9872cadbce043a724da8acc52312b6a564e94d410b74d030954a,text_b
13,eb7137cf28d2c603b88dc9c1bba4581b72c2a87f91f69974428f87c85da0b82e,6efafe9099ce6a83659e0773dc3b04ce40d63caa2fe81ea255333b6cc484e7ac,05237974238917a737bbb6bf8f192127030854a15cfed04e743a46338827d711,text_a
14,c155d45b8d701e4064530b43924ee4cdff6a0dbd6225567765251d583c7ddd2d,b3037e376181c44b08f0ef6e88170ef8ccf62bf26ce9ce9c28a9321c40cccbb4,3edb486d18c8e0f697881097bf9f46ca17af1bd47c11a7e93f2702ef090d9b50,text_a
15,ef021832e434b16c1c8b63d429cc8b45095a115c649456330bcceedaf0324c2d,3a7b4d0f1b683b7b6237fc840e427b01d0a528d36c14c5a56f58ca35eb726e87,45bb71fa5d865e12a38077d65ba242d628931f9dd274e4223278f8b47ea89535,text_b
16,0641ae96b1ad8fbc29bd299ed0d054405eaf57e4eb6fe6e6e29ed20cf534d318,c30d8b210d9a9833078ca7184248241c7267227ccdeb80a044636b8f4998a365,a80563076b74ae91fd4a72cce5cd5fa8586a776945a9fd569382c23b5b995c3a,text_b
17,33e1fbb2a4c8e2ea0769f314e6f5783847cce0f02ab8dbab1896c34dd710e34b,e69532283ee8ff2172dff8b87eaa1301491b469e57eb998711b1ca4157b7f503,b4037d1ec34e8e1a6dbb7cc2bccc083ab5490522cd67218ad5c70beca15c7e2b,text_b
18,2716c1392d2bf620294a763bebe8aff363a96ee9ef9b900bb6addd10557afcda,9c02da58625bba4bb8025ae11547066a79d6e34ac74df3ba9745972ac796b88c,63fd8333fa86cba475cff9485bb84a24f0ea3359acdd619e9c32b06e72ab5f3e,text_a
19,751b1af458f13e1d59ce0bab923a67731ff6d81f6f50d12c98591fc335c948f3,10ba1b1d752215456fb4cb641c43925a3ef5afc028095a7e41cbcf1e800552ca,a0ea766ac36211d90de2570d4b9b67febebb3803aee80740bc02d58fc0386f2b,text_a
20,764a5012eb961bf667efef598bd6d6cd68c4d5e4a30e45f8ef2d4425312e7bf4,24f79c7bc9c2e0fc8608f78837adaf36954629d2411e5c7a66549e2e8438db77,74f02b3fe0cbbcf5ca269bcb209ae8951bc68e9d438af21e4b05b3beb6ac114f,text_b
21,0b87044600fb78fc424cbcec1b782c9a971ab78350d58f6171a934d110fe1a2b,98cd67a74b5ace59d9caacb288a6d8e7ef79b63f31bfec10d1991da45cb683e3,4bd6b0315b8eff56c8f390e716b5924cce0db78aa92518350239dc6cec2eb667,text_a
22,6bdc7cf2ff7e4971b6458f692e01da1c47539ffd4f71048ee564e55f07fd8114,499af21a6f8678c8b446170dbb019b42f5de2f2e3adcb729543cf55269a4961c,f361492e38bdeac387bd821af00939751333f8bd608583d413c41bd707141e57,text_a
23,c138afcedb7eca2a3e5a7532a45c35a2edb58cdc7fc9d2abbf61ada4cb9f0a04,be71c37fc16262c0e7645eb19afba9859533bf81787b6c5014fd0c37d64ab2e9,ab1d7c7174d51825b0d76ca463660c23b5d9164a82ddd4996930a853de4a376b,text_a
24,1138470d7a83f159c75a14576a780c9db6adb8005ae544aba4754014f5741317,bd0612c36c9aa5b9aeab03b9c96e16da9e554a112b8f17feab93f3b92e879816,424adf1d5a9424fe83e89a2ec6d80296610c31fb09d4dbf9e20ab4f4a7970fa2,text_a
25,8f6305aa483ab1937ee9631e45e1f655a2c8f062db5986592bd709bb413d50eb,87c419da6a65c17e7ebb9fe62ea2df251f36617e27fc87e8f92ab31ab140ecc1,535beb3d4fb37a5fae61b903af7f3d36b2de59aa273d4ab9acdbfc54ef3f3e64,text_a
26,452347044cb17b5176a4423312eeb780b9865e5bbe51f1494e8cbba60b947e96,34f404c4ff1135d1057d0810549ea52249e73704fa320307ffaaffc2ff4318f5,7ef995f9bad2223d37e6f4336801a822ae7f599ca0b287237992cb602526c5ae,text_a
27,36d194c53368fd2e938121844524b8daf68f65e52f5982c5473468cfedf44655,28537859ca8d16fa300731312a0f94ada93879cdf9f1d52c4d0313885ba00e24,7a715fddc314ad1495e0fc7b56d55056be557a52c086bf4642e61ee67abe6067,text_a
28,dd379807aec26e9526be6569387f78d1fff26bde12763bc807192e3804d7f5ad,0f1c431e3e05a80595a9c90cf3b9c66703e5498d7c9df7d02f40305b18d6b0fe,5d7d3cef2f122e986c20ac3ddede9e308ee0fd2d857937102a622a8e31f34aec,text_b
29,2d42409d9ed609f07a6b374b0077787e7cd1a9a7cf95fc9b3124dd73ed5be161,746dccb4aad5178754ab88dc8f4f9f357db1c5e47cacfc1d4dd5b8e86456f9e7,fbc4aece34aae848b648ab57fdeda754fa3dfee7ee372617e4ae1a07a00d1b24,text_b
30,05c6ef972574a5b9ff91bbedaebe7a297ef1c30fbff2fa13ba3f2b23c6d7232c,18ac6b7f299283b49311ddea0e74b8734cfd949fe9a4e4b4426524326ae95639,c5d2afde2e9204a225b51f033629907fe8b33b4a4f4c8bf80514b069a634b6e9,text_a
31,95e2bc1cb7799dba099ecd8d6ad28f4cc6db687545f0510c69a1f84a28d086f9,fb41cc9f03a43369a737a1ab2ef5e1d32e6b3bc0c83bc56bcf747e87a2828fe7,6c7768c780ba1800a66f24b8be0ef3b98d1e1b140c11d89c4e21897cc98d19a0,text_b
32,65814cd3394046646f5021eeec91a2f260f4056212ba8b04f18436fe222bc01c,b7a3617901b428b6592fa5e29973c582988a4d0bc53644021f45ebfe5ce735bf,fa3e7b3d9cad1325378c1bf649043f684ab89f344d4896856536578ec41c9608,text_b
33,499dcbf61a9e31bd76177d273955e207e43d2a1d4ff309874e6c5743858b0164,08f6f836dc9b2af165f87f6921ca9aba67b458ec0018a04ffb629a84df0b58bd,ad8e8a90054d0d93b5522293e0ce89e8af7d0fdb459341eda9332e3b8390c105,text_b
34,5a17613c79fd917c675b055496cdc6eaff907d927e6ac241bf293e500cac846b,7575a4678c3eed1289bb0cdabb2823744a0f85aeeb14fad451e46d028d402367,96e8d025ccf6eaf18847bcc59061541ab7f6d5987153890d06aaf7a10006a999,text_b
35,b87eaaa53bfdd249cfe778e48bf69b68fd1dfc0a48c12b49ead45c1f323c5abd,8a13760c94588a124442ab9505128ef8443d4f7b7b96bde40a57f2303770c6e9,f0c21db1f712a338acc8876eb0d7632ae5d562025e633bc0fe4e18e827dfed8e,text_b
36,d5726e9310c34c8068c40a681e7161ba1e87567c9582908d9a1b8b249169987b,dbf2474c439e952a131419af7086850416e6546a1ee03c8e4cd8a806a4b6c337,2d069de33e5d50cd833c75030ccfd6946242eaaef42794e2864c2a03559e7b58,text_b
37,bf8feba863de5e52b083300d2f6e604fe0dc14b5e3a64762707e07e509e4d059,05975e476bf8ba7364dadf5791aa6ede94a2d88014ffc6ca39c8da38d5ecb16f,28654f2a3761be91faad79bd8e7b0b973f6a80980bb6b2357f3fd8624cd21581,text_b
38,6c97f690c0955cda3e6e1664e7330fd1780c42471065bc10f46d733f3460cd64,404eb1422dfb3f4efd69c0c425a6ef531e8125e901aee9fcc5df14123ba220a7,a85540a095f5f0ad759775c0131b4eea6f848ce094d4ef57492f4b7d333f5811,text_a
39,7dd901928c2994a246b6debe12415c9f7ce0d639a436e8cbabb86edbdc259070,2bc0e638fa2cf5c1034b260733e0618d44b175ec6f3117f3e39865bc3633a38e,38ae33032eaa953a6f996dda70857d7b940d7d0a55c7c7314517ba4e3a5b3485,text_a
40,f99707d4c1eb765a8ec1a3d800f4a93f42cc480201485ed5c50828152d8545f3,356d3f1cd23f482f919ec875f5718f1859c8377aab2255432756dd484ff255fd,46900e2de7509d495278098e2003ee60ecc691107a47860a50b9b15109ef0794,text_a
41,ff93d0a361920203ba60a87be99e9fb9bfc3de645e2d03cce48d822fe7126a02,42b51eded573b6c036e042439d8a61f906bb8d37f2ada0c75a53db56671c3eef,6f8e1bd9edc493ab2c542f277382b787f5fdd66aa7f3b54dbf3a11b737fd2049,text_b
42,b302f6232b14b9b7d044239da1707106f06cc85f34c9c3254fe512d6b262836c,7c562467605da98ff643581cda39ce630d0d329f42544ed9dd12116c4a646607,d6f9360ccbe179bd617db5fa308bdad866adc4140da1da7da35b42e4146542fb,text_b
43,d6418e60852e9fc29265629bb8689f49d1c59b1e54a7850dc4163c84bec12c1e,e9af6295014aea4df2521226ed00036f80bf098831d42b44e7977f869b0d16c5,e9c62199de136b79c05584c3c13bbcfc2928449bbfa1993abaf78982f7b0c95b,text_a
44,18891293c082f34c526691fb30c459ca0b01250d2ee0b90f1879cf360f0805ca,5dc654ef3d91c9e6c02f2fe8871a77e777b82fb067b120297f647f0fd173dd36,65ee34433c9ffc8748bba9433bc26d7d6a51fc5cb864f8e121d5685997298038,text_b
45,a8d7d35eb25a81b4b381639a27baaa3d3f6d2199a8fd02864c0289f75d0287da,855d32b990acfa87dcc1d5deb5b80f55273af1c925cc370b76361018512b1fbe,6299f2becfe6ed616b42653af3751ec209b3536ae0cd2a2034f2a475e818762e,text_b
46,4edacb7134f96b4d5c5063d84d7e7fd1fe28d730e705f443c02f4f8068ac3652,df61d65ba7a9c57c3993f2dea7a38906efd2397c050e2742f9a2d4260523fedd,3e6b72b0aecfeee533f6bd4299e0a23e771f7a157ea0bc18059bace81056ea67,text_b
47,a9efd18839d0dd04f0726b9e9b17fcf43698e704b812287458ffcd3e258d79b6,379aa75b1f3c12e8fb1c1e53effdb0b980ff3fdf6377eb641f695b6655b3258e,d8cd8d37e77ced1f9242623874045153b16a4ccd49f0a0d0dc1739c09120abab,text_b
48,c5b0c0364c04b21774294ab9e532690099eeca4d7d69b20003af5c7a76905314,905d1e06fd7e18eadca4bfa3e5c2f63c6a07883e01f3ac32a86ef2ed0d53c975,ba123e641b32f44bfc04a2897eda11903df0e7946c9abfc0e6a242758aa96a6a,text_b
49,ff41a13c7518b6502d3b088ec85892db42771a5fd19737190de1ace86a5b62f1,45bff93431df3d062aabbff06fd2c413acda5a682b418bf45d96a9fa4e38915f,ffa2a5ef058fcbeb6acef70a006f99c507c13adaea2b5978a82487af55520037,text_a
50,9cad7dc5b6fbf95500ff619b65c5b8cec5f986780cd3662044d96f0e51ccf7aa,4e09adbf445ece7ff7a441d726ffc5ff8d6dcc29034097c3bee37939ecebee33,859fff6239c248bae9132d945fcddb381dea544ec075e3e22d2a23cd95784c44,text_a
51,6d7aaffb1f50caba3b2001e681857b47b856ee88216aeb22d65c6583ef2b0e86,5a7035077a619d357695eb4d95d73bb75b09e32b7f66b37ad6a9db3941fb6ab0,75c3065b029bbf01ad3be2fd768e9bf9318186c125adeae109d5067f9f4ca99f,text_a
52,98cc8cfdb88498fdad8d9ddbc6b014a1a3a3a81bc25b717f8bc43f05b9b58465,aa77b20e7e4d4b68b72ef68581d5b69996f4e9e895122f323556380e38c034a9,45e41819cff4f3219107d85ffabfc0a7e1f3941ad62c081a824c01d2a670cf56,text_b
53,5d13aab6246f8f54c7d7d7234526b531f25934d849240f1b0cb9f829de34826b,fe51fabaca20bf1cb276c5844f2b18b3c79f4690d94478fb9a6320e9eb8ddfea,7812aba5b481098819da3850019d99bca0b4a24bcbf56af6c7ccae79826fe0db,text_b
54,b1b7bfb81554d57473329d103de04e4c1a8229007f0f150a7f3ac6976e41000b,920bcbfb90e37baa8b737f080f0b474737d838c80b70b6a4c33271060bb10144,5bc6cebd26c6e6a78b90ad4d54b1c57c62a4e6ecd9533e941ec403486c2cd82d,text_a
55,b60cd12ab77b9c0328b06883fc181ab9b0401f4bb4c81cb58c78fdd1b694b9de,2562efccae7a7e636bcea59a6833cc5171f169e48223d4850021a0968446e570,94a4582f3650b74bca37e0da5dc96c025b356994ed1989a8bb4bf50c5dc1815d,text_b
56,2e65deecce360af45008661b7690eaba6b5e09ad53439a9c5c7e4977704dbb3f,3bfc31aadbcfc3af989f369c426200ff932509ad012d9e2643af07c6208b2e85,bf01e29f4a936b69e6b544c3a59d440ead4e9f1307e77d03548e20c77976633e,text_b
57,3906149c43f633e73b453531f3a30cea94068782e2a690344227c75df4554960,95c5c9bdb5163e56b0b4d0fee297e07989d9d17568b31d38b6aa2846d85a3cb1,d9da29e66b03ec1e6125aee456bbc22e6512cde1d98ab3e599bad2ff991c5261,text_a
58,d494e8f9a2e33b51b8ad6ca1fd7875739e5099e4561b5a2d585028e8c50318cc,cb43ceb4279553005925478f2564b279cfbb3c61ccab522341996a4407cf3059,f176804f6931ba560fa8fdb60c590de6b95efc1194c1ecc6fd4c77b87cbdc067,text_b
59,7996ed22f9cbf9982e37a9d00a548145dbd6a593ad4c338cbe1bdda373b3fd1c,3ff8414fdfe122d5ecaefb3b3ebd5989aa0b738cdd29d7f53bbc8402d884a5e1,f93244404c63a3a32bd4fa4de006c50e0d70f30f9e64e11bafe6c2f95ac73538,text_a
60,3804ec2a764462317480fe5d47c373f8140557dd31bd1653e2d85955db6f1caf,2feaa7dd99a4512f0a56f7375a9f8a4df8aee4c4e727e2ff7e08d31f7ce11368,7e10ed21689b8827eabc3ff15a2196d199e61f5b37016657554cafabc6e9e193,text_b
61,d9e7fd56553e044b705e9111c6d57ef1ab2c8dcc67834be3ad5f2f351b0beeef,edd29b53b2dc7bc246da7ce012fc4d2c2a801c8ce98b781658265c4b976e3cb3,ff51fd030cda028f2087fbc0cb4d65f42f4e3791aee281a0c80c307bd5c6aec4,text_a
62,ae63c6adbdd1232f2c168f03baea49b29c7541922b751161cb7fdf68c32e3466,2784d3c936634d0fb1c1184723a409cab411ca4ccb1fbf2c8c801e765b7bce15,95cd31e0a4381b1ff66cddb80fdf5dfb2c124ae3587dbcc1e9a9d8f9ab3c2890,text_b
63,2c104efa48c5106b2ddb169be3c0811da5102fa81aa28f9589f4a9620a57a564,d31d83457b13bfa87e3ce34ed773069087e477747e77c7a8167668d59b4aeb85,26e2e8448a63f6280e96d2963fb7bb9ab6477e5358a80ab26449f6ef54f6c5aa,text_b
64,375fc3c0aa98d0164b7e747d029f0360427e9284b3191e932d6cdbf1537e4a71,6d8b2467b78a7d21f3920c498a7bfa40f915c848842a7518c055d4a547328c85,a61c1545845f8d5d4dc6dba04e705040ce378a0324d3120e94a55178321cb037,text_b
65,e4305c89cc07324ed465fed927e005c7299094d8768e497392b5990282dfa60c,a1aaaa688857ce1c48dc3b5291f5504ef37d36cf6ea5a01d8a49743aae6be5f2,1be9c38c236b04ae34d066fb0b2c3a84be731b3f005c6cbd68e9db9a568e1fd7,text_a
66,404971c88ba28385154a805842fb003168401ac8eb9302a74b6e443d2b513ae1,f8c8c06a48bd1c068f0317c14db0c5e68d8755ab3fb7eee7e30ae20eac88796f,fa7086e62fc69854e1ba82a34efd6e2730e2741d1c91e5e4e82d71031ae92ad2,text_a
67,ade206c5d2bbec752bf18a8d740984c408ff7054b81d8b72a787164eb2a76c10,17251be8ac14e0699232f910e95a52c554f11649d5a5a63a854e8f2aef716742,caf2168430ccbc54593fe52632c62aac540b88acdff67a76c7c05d208a1ca655,text_a
68,679a1eccc2ab1dede81604ef7e88da4438f93c757c0f2f0071ec31a412c356e6,62f4c07b2bf372849178f7635cc6d49fb1615d0d6fe6f489f7a911c8108e7256,8e3ae19cb3e2d1dc2b0dea0030c711ba5279dea8c738facb9420be100c89b25e,text_b
69,ac65b599324f30aba5353bb2ca9b8743c8d1780c72d8b5b70b10fc580d5ef3b8,4d2e16d69d7dcf8737f8e32fe1262f3371b604736c406f80505fe253db7362c6,242a6153786c99357e1ccdc169b1f27a495e88fa8567aad52b536c23c9400424,text_b
70,36d045d71c268500a1d95913e60632b2051b5b7ab4481a69e61008d2f957588c,4f0b8ca2eaa3a0656b84f0ba8f9a1c3554a225c0c613bef7fb1dd3586e59d29f,edd29b53b2dc7bc246da7ce012fc4d2c2a801c8ce98b781658265c4b976e3cb3,text_b
71,21555881ac2ccbd43a0c88e8a366be39ec4f2c98a65a4ee3501a30b80bc2c8d6,26e2e8448a63f6280e96d2963fb7bb9ab6477e5358a80ab26449f6ef54f6c5aa,98d1cffe2207529c14a90bdbe6a0f83619f865faf72e1f4e7d0178ea6f475073,text_a
72,90d9008dc67d72ab74db12f9f2c354e8f3412fce20751ec7a36d505df00849b1,036c55fccb7982ef2b7c22e0cac40beda96076b1d29779e4e2d1f6e341c4862a,59dacfaaf9539baeba48b7f9cc4498cafec06564b8c618cb9c64fffba88b3b9c,text_b
73,afe2d209877502a80fa88182db3665bea4c412e59c6e3c8faf73973b161fa968,aca72283d8903a314d6540a6ff459675d5e3244083a64a3b921f2a460836fd68,a532df558b2aa3c894f4eeee37bdd1e7995165f7eabe49328608fc2656834071,text_b
74,dc67f00a5b298986fbb765338715e9b7b4d5287f2ff7f72a4cfea80c2da8df39,5a0708819e8f0fabc37533c265caaed7b62263cf08bb22f0ba17f86e9e1c8bbc,eb0a3884d430a9e484e8975295e781260f44f13e4882c110fce407a3676ba9d7,text_b
75,204cc01fce12c2000bff4adc617670f5fe4682a847427d28318ed18d2b6eefb4,418749f34a35037bb6a55275a8143f44f5cdd45bc3d0aa44b1f46edafba6979a,a9ff5c5e688f39f6450e1affa9f9b63e57c2543252bf2665dadcb7f479fa3c90,text_a
76,82fa4982c49d409c71cb0039d0c8c966acf5241995129688a02eaeb8490b330f,1a1f74c99347bd6e73c0b8343d5f87213d84bc9e51c4b7cba358fca82fb6c25a,a64139ef225f906163b988619d332cc1b81fbd1e912bfd43fcdda4fe693abd66,text_a
77,4c41551bec39cbad0e9be01b13bd10f9e49ce280ceb70fea047d4ca501c955a8,0b019cb7eaa5e3973c77a2b303de030581684ac4959ea79f38a531a0a5351f64,1971527ba270130731418017bb0b727a28a21bcd7595f769153c583f3c71a7f5,text_a
78,8ec8f2d195addf49c0e4ec328456dc4c6c4f87b2f0cf4f3677a8cba92295bf47,a56fb751c874ac04b1eff04f4154e4e588cfab2b74ba9eb8d0037473c1cbbbae,36e05c28317208a088e388dfa5d0fcdaf3ff1f3134c83bd61a41001666ac95ee,text_b
79,1f5553f83e2aa845e998b00c557f2b3bef56fee07c6a0fa60100e33597263287,d06934f941d9094b5e190e11cf8e1727a9f5319b8329a0dc7de79753710ceb14,2cc425ec6e8d4a6afb7c999de5e09344609e1fbb3d34c60b25dec2a82b270f8c,text_b
80,035c46eefc0ffba0b75692dda7415abfccf46f669d9e6208d6067325b32b4c6d,59d9069f349e2ef4fa47054b1379a6c9cffa7edc19f2a80708e5dd89d4781496,d4bc04537ae94c1c284b5326cb341e342493fa1d4625bab0f1548265171cc598,text_a
81,1e5940e99624dc648c734cc912e2439b2f454a957b0a5dd4239e10d65b10a25f,03cc0bd8035f50936b8ce51a3b0cd7e88d7629992f101b4c542bc4d74f6558d9,410ae6f9b8a739ab803d1768a7621a45998efb00d8790316fbd924c49262d00d,text_b
82,02c78a89a9a614e6a581f0f2ddcfe893ffef73cd96a860f90ae887f6c4ec7e2f,ac13e30f0f21f11cf94e3cd797987e80fbba64a400c51df2e7edf2cecfe2ced3,ac0d2fca95633f8e87af1e3227b0b6129ed44eb8f41545fb8cda4160789aa29c,text_a
83,47f315cc1e17718c9c4732e44f5c879be6ded33a5c029fa0fe8852fb4de26930,163618a80996b5a19b573239cec1b19fda2797e69373e18ae1e616be600f00e3,edd29b53b2dc7bc246da7ce012fc4d2c2a801c8ce98b781658265c4b976e3cb3,text_b
84,62a732b7ec599e68a64562f4907e8ade4b6624b034b612b63624db11a0abcc0b,bb1f888c09b04e30fb2823d1c7d43ee3f172095c3ea4170c82392960ccadccd2,0f6445b0f8c4fd45a0fe71625105eeac8aea53973f840d3d049e0de2d1366aac,text_a
85,77f4e459ffcf4afce8a2f0a8fbc264f2a625cfa27b3efafbc34e3486162d2db4,63a9d1e43a2af8a1ccd36d530a33571d9eca4cd1e4bf2fd4a0f580640f1b357e,fb83fc3487ac393aa9578b9f53afd253558b3ac3c81f1b63b294258403acaa30,text_b
86,10b2604e195678cc47fad70138634d7a133a2bf329ec7f0c48c8a3a760cf4aa0,b786ff22ac61115d1ee5bc42acc6c45a0719799efd5d796fe9f8b1bc06586d52,e8275ba9ac4f965f7263d4586cb670331515554bfa99f5e484f042c5d7c4f9ee,text_b
87,57c326bee65bd49dded434022f40ef67bebfe3b1435416b256f66457e4974b23,edd29b53b2dc7bc246da7ce012fc4d2c2a801c8ce98b781658265c4b976e3cb3,597293d159ecbbcaedecaa8c2e27072acae7a07f98484b817e88653532efc411,text_a
88,d086e5bfe3c1f6479d94a65f198bb76ae2a203ff80a4edd17655b17037391ca7,1ed5167a43e0ccaf4626d08749517ef86c8961a3ca5656bbb652f69795a221df,2dcade2e606fbbdb6266415dc352f927f39c8c60592331fe035b6810334f3a24,text_b
89,6abde74ac7d0b34ac2fac6afb045a376d8492ede0cfbad4389e3a4a824ad3cc4,387fd52d1d570afb11d597b239fa969ca98594880796fa92fd82ffc527dec13e,0e9cfd69a3a19e73236537a418c09d76b5465c4dc10d56b731f178cbaabaa96e,text_a
90,6ec3216ad3307cd35f95b0e931f4031b43a425c6e9efe25e07302a659069509e,fd75195aff77316d0b89d80282c1479b6d43f142dfa3f2021677e2b826100437,fb25df885d3e8269da2a12363b7b84d7e2e5089e01d69d2f7a1e494a379bbaa3,text_a
91,24e96f0f3a7d2ad9e04df2302dc3ce0d653aaed5b36485969c45d18a3653f592,50f822418112af63350e2b187af7879ba447e342dca9e3b14ce73208954da767,701d8fbed4987cd710cebe1417e52fb0fe0b4c8ea332fd8898b4732c2193e629,text_a
92,e408fcbc2611e1e2b82cfdd0cf1ba63e5e14f18dcd5c950bbed1853ba803f477,e10986ac9d3e1c29fb2c1ad1bfdf51503f1d33462b42ded5de9a2fa715347292,df58b96c300d62bf52ad95531e5d6664dae83091d294a056847b6c6087b8c400,text_b
93,e2e6a046d9a1aeccd2a93d350419227a0e5673af139ce26bd0e3a6f17bff71c5,f77ce640a010bbfbc31ea943414d755e872e8cc27d499183e2038858e2106d16,efdcda4186ae99537fb450d0bcb168921a6bbedd72ac3124dfe14493b764ec04,text_b
94,1c95dadbad88ccd2da9eeec700df12d39c924696be6ad7c7046415df50aa0d32,aee0bf7e3f0189d7439afdb440868cab1248d2162bc21ee85601a4d0b805e7d9,a1a8777b2c12c91adb107583557a3cfae6c75cf3462131bce2810e892f2f8923,text_a
95,8c0214da0ed33fa566b2e17caa59ffbf5d6b683da805347329ba0c92e63f72c8,46d1e6e9af43d83a974c31bd9055805081f43e5b1849cb1aaa1d8de01550bf2a,e931f4ab877c9fe0e53744455e6af325c2d6f485bb9f6fe1732e62fc64911d47,text_b
96,9c1b034fbe854494cb3d9a5aa4f0ddaf6177b5463c1d3d5bf2737ad1605d6dc4,a7aa93f18af1c5403fbc47690989d987221cc8e3a125decf191d0c40eabdef1d,793c907ef65f8690387eda787000e6d026568fedd6f6f97adddb4396a181cf00,text_b
97,ec909cb5d64ffd173040be66957df7b2d9d5ce932e7b9d1972431354f2b0e2ba,18bd5e0799b67f55ca0ff16cbef86d7b36f576d96eaae2b846bbd572f144c0a5,f289754c638e4d128481510c69d8a4c0bb660a30076cd6b88cd81104df2635ee,text_b
98,01a04a686fb91f751293ac299b144dae9ccfd966eb4625c7fc02f6a7983e0da2,5b6f9bbe49c5513a2b39180ecad50668edf2c7e3de2563bf6641eda15d1f0cea,db4e83d8a2682fd5873b60c8e85a7c69a6a8858dacc4c81afb1ab039a42ffa96,text_b
99,f4ee17e8970669c5b6494c2c7b4b42dd254ebfd648c99b248e9a3b3d6c5e4575,d5fa262c1ac487f926308f155a7d33f23eddbbcab1b97e0ff91d6197ca87f40f,d42b2cec5d398d97bbe6e81aad2e8ef2463e382697049cc436a09ba841b7607e,text_a
